Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.08 10:54
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+slab+IECC_2021
Environment:,RUN PERIOD ** Denver-Aurora-Buckley AFB CO USA TMY3 WMO#=724695

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,0.28,0.85,1.28
,Net Site Energy,0.28,0.85,1.28
,Total Source Energy,0.90,2.70,4.06
,Net Source Energy,0.90,2.70,4.06


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,331.23
,Net Conditioned Building Area,220.82
,Unconditioned Building Area,110.41


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,5601.481,5601.481,0.338385,-999.0,-999.000,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,5601.48,5601.48,0.338385,18.20,10.28,0.00635614,50.00,21.41,0.00800000,-17.90,0.00095524,-17.90,8.3682,21.50,0.00684937,34.9294,5248.42,0.00,5608.84,5608.84
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,6267.661,6267.661,-999.0,-999.0,-999.000,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,6267.66,6267.66,0.338385,18.20,10.28,0.00635614,50.00,21.41,0.00800000,-17.90,0.00095524,-17.90,8.3682,21.50,0.00684937,34.9294,5248.42,0.00,-999.00,-999.00
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,754.833,740.491,0.189000,-999.0,-999.000,unknown,unknown,unknown,unknown,972.91,-999.00,-999.0,-999.00,-999.00,-999.0,-999.00,-999.00,-999.0,-999.00,-999.0,-999.00,-999.0000,-999.00,-999.0,-999.0000,-999.00,0.00,-999.00,-999.00


----------------------------------------------------------------------------------------------------
REPORT:,Coil Sizing Details
FOR:,Entire Facility
Coils

,,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),System Sizing Method Concurrence,System Sizing Method Capacity,System Sizing Method Air Flow,Autosized Coil Capacity?,Autosized Coil Airflow?,Autosized Coil Water Flow?,OA Pretreated prior to coil inlet?,Coil Final Gross Total Capacity [W],Coil Final Gross Sensible Capacity [W],Coil Final Reference Air Volume Flow Rate [m3/s],Coil Final Reference Plant Fluid Volume Flow Rate [m3/s],Coil U-value Times Area Value [W/K],Terminal Unit Reheat Coil Multiplier,DX Coil Capacity Increase Ratio from Too Low Flow/Capacity Ratio,DX Coil Capacity Decrease Ratio from Too High Flow/Capacity Ratio,Moist Air Heat Capacity [J/kg-K],Dry Air Heat Capacity [J/kg-K],Standard Air Density Adjusted for Elevation [kg/m3],Supply Fan Name for Coil,Supply Fan Type for Coil,Supply Fan Maximum Air Volume Flow Rate [m3/s],Supply Fan Maximum Air Mass Flow Rate [kg/s],Plant Name for Coil,Plant Fluid Specific Heat Capacity [J/kg-K],Plant Fluid Density [kg/m3],Plant Maximum Fluid Mass Flow Rate [kg/s],Plant Design Fluid Return Temperature [C],Plant Design Fluid Supply Temperature [C],Plant Design Fluid Temperature Difference [deltaC],Plant Design Capacity [W],Coil Capacity Percentage of Plant Design Capacity [%],Coil Fluid Flow Rate Percentage of Plant Design Flow Rate [%],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Total Ideal Loads Peak,Date/Time at Total Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Peak Load Type to Size On,Coil Total Capacity at Ideal Loads Peak [W],Coil Sensible Capacity at Ideal Loads Peak [W],Coil Off-Rating Capacity Modifier at Ideal Loads Peak [ ],Coil Air Mass Flow Rate at Ideal Loads Peak [kg/s],Coil Air Volume Flow Rate at Ideal Loads Peak [m3/s],Coil Entering Air Drybulb at Ideal Loads Peak [C],Coil Entering Air Wetbulb at Ideal Loads Peak [C],Coil Entering Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Entering Air Enthalpy at Ideal Loads Peak [J/KG-K],Coil Leaving Air Drybulb at Ideal Loads Peak [C],Coil Leaving Air Wetbulb at Ideal Loads Peak [C],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Leaving Air Enthalpy at Ideal Loads Peak [J/KG-K],Coil Plant Fluid Mass Flow Rate at Ideal Loads Peak [kg/s],Coil Entering Plant Fluid Temperature at Ideal Loads Peak [C],Coil Leaving Plant Fluid Temperature at Ideal Loads Peak [C],Coil Plant Fluid Temperature Difference at Ideal Loads Peak [deltaC],Supply Fan Air Heat Gain at Ideal Loads Peak [W],Coil and Fan Net Total Capacity at Ideal Loads Peak [W],Outdoor Air Drybulb at Ideal Loads Peak [C],Outdoor Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [C],Outdoor Air Volume Flow Rate at Ideal Loads Peak [m3/s],Outdoor Air Flow Percentage at Ideal Loads Peak [%],System Return Air Drybulb at Ideal Loads Peak [C],System Return Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Drybulb at Ideal Loads Peak [C],Zone Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [W],Zone Latent Heat Gain at Ideal Loads Peak [W],Coil Total Capacity at Rating Conditions [W],Coil Sensible Capacity at Rating Conditions [W],Coil Air Mass Flow Rate at Rating Conditions [kg/s],Coil Entering Air Drybulb at Rating Conditions [C],Coil Entering Air Wetbulb at Rating Conditions [C],Coil Entering Air Humidity Ratio at Rating Conditions [kgWater/kgDryAir],Coil Entering Air Enthalpy at Rating Conditions [J/KG-K],Coil Leaving Air Drybulb at Rating Conditions [C],Coil Leaving Air Wetbulb at Rating Conditions [C],Coil Leaving Air Humidity Ratio at Rating Conditions [kgWater/kgDryAir],Coil Leaving Air Enthalpy at Rating Conditions [J/KG-K]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,5601.481,4484.855,0.338385,-999.0,-999.000,-999.0000,1.15027,1.00000,1019.4806,1004.8586,0.9774,SUPPLY FAN_UNIT1,Fan:OnOff,0.338385,0.33075070,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,Sensible,5060.02,5060.02,0.9033,0.33075070,0.338385,25.39,14.21,0.00787571,45586.4,12.00,9.30,0.00787571,31930.5,-999.0,-999.00,-999.00,-999.00,270.416,4789.61,31.09,0.00547095,14.14,0.02831685,8.3682,24.00,0.00809533,24.00,0.00809533,35.3958,4047.21,0.00,5600.52,4044.36,0.31768855,26.67,19.44,0.01118466,55322.4,14.21,13.42,0.00926411,37693.4
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,5601.481,5601.481,0.338385,-999.0,-999.000,-999.0000,1.00000,1.00000,1019.7116,1004.8586,0.9774,SUPPLY FAN_UNIT1,Fan:OnOff,0.338385,0.33075070,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,unknown,unknown,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,Sensible,5601.48,5601.48,1.0000,0.33075070,0.338385,18.20,10.28,0.00635614,34398.2,50.00,21.41,0.00800000,70993.1,-999.0,-999.00,-999.00,-999.00,0.000,5601.48,-17.90,0.00095524,-17.90,0.02831685,8.3682,21.50,0.00684937,21.50,0.00684937,34.9294,5248.42,0.00,5608.84,5608.84,0.32490624,21.11,15.56,0.00875166,43444.1,38.02,21.14,0.00875166,60707.1
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,6267.661,6267.661,-999.0,-999.0,-999.000,-999.0000,1.00000,1.00000,1019.7116,1004.8586,0.9774,SUPPLY FAN_UNIT1,Fan:OnOff,0.338385,0.33075070,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,unknown,unknown,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,Sensible,6267.66,6267.66,1.0000,0.33075070,0.338385,18.20,10.28,0.00635614,34398.2,50.00,21.41,0.00800000,70993.1,-999.0,-999.00,-999.00,-999.00,0.000,6267.66,-17.90,0.00095524,-17.90,0.02831685,8.3682,21.50,0.00684937,21.50,0.00684937,34.9294,5248.42,0.00,-999.00,-999.00,-999.0,-999.00,-999.00,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,754.833,740.491,0.189000,-999.0,-999.000,-999.0000,1.00000,1.00000,1004.8586,1004.8586,0.9774,HEAT PUMP WATER HEATER FAN_UNIT1,Fan:OnOff,0.075525,0.07382098,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,972.91,-999.00,1.0000,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0,-999.0,-999.00,-999.00,-999.00,0.000,972.91,-999.00,-999.0,-999.00,-999.0,-999.0000,-999.00,-999.0,-999.00,-999.0,-999.0000,-999.00,0.00,-999.00,-999.00,-999.0,-999.00,-999.00,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [m3/s],Maximum Outdoor Air [m3/s],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [C],Outdoor Air Enthalpy Limit [C]
,None,,,,,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [m3/s-person],Outdoor Air Per Area [m3/s-m2],Outdoor Air Per Zone [m3/s],Outdoor Air ACH [ach],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name
,None,,,,,,,,,,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,LIVING_UNIT1,14.00,24.00,14.00
,ATTIC_UNIT1,0.00,0.00,0.00
,Facility,14.00,24.00,14.00
Aggregated over the RunPeriods for Weather


Time Setpoint Not Met

,,During Heating [hr],During Cooling [hr],During Occupied Heating [hr],During Occupied Cooling [hr]
,LIVING_UNIT1,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00
,Facility,0.00,0.00,0.00,0.00
Aggregated over the RunPeriods for Weather


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Summary
FOR:,Entire Facility
Average Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,LIVING_UNIT1,2.07,3.00,482.75,0.214,0.000,0.212,0.000
Values shown for a single zone without multipliers


Minimum Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,LIVING_UNIT1,2.07,3.00,482.75,0.208,0.000,0.006,0.000
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Details
FOR:,Entire Facility
Mechanical Ventilation Parameters by Zone

,,AirLoop Name,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Zone Area [m2],Design Zone Outdoor Airflow - Voz [m3/s],Minimum Dynamic Target Ventilation - Voz-dyn-min [m3/s]
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,2.07,3.00,482.75,220.82,0.0000,0.000
,Total Facility,,2.07,3.00,482.75,220.82,0.0000,0.000


Total Outdoor Air by Zone

,,Mechanical Ventilation [m3],Natural Ventilation [m3],Total Ventilation [m3],Infiltration [m3],Total Ventilation and Infiltration [m3],Dynamic Target Ventilation - Voz-dyn [m3],Time Below Voz-dyn [hr],Time At Voz-dyn [hr],Time Above Voz-dyn [hr],Time Above Zero When Unoccupied [hr]
,LIVING_UNIT1,9786.30,0.00,9786.30,9731.88,19518.18,9786.30,0.00,96.00,0.00,0.00
,Total Facility,9786.30,0.00,9786.30,9731.88,19518.18,9786.30,0.00,96.00,0.00,0.00


Average Outdoor Air During Occupancy by Zone - Flow Rates

,,Mechanical Ventilation [m3/s],Natural Ventilation [m3/s],Total Ventilation [m3/s],Infiltration [m3/s],Total Ventilation and Infiltration [m3/s],Dynamic Target Ventilation - Voz-dyn [m3/s],Time Below Voz-dyn [hr],Time At Voz-dyn [hr],Time Above Voz-dyn [hr]
,LIVING_UNIT1,0.0283,0.0000,0.0283,0.0282,0.0565,0.0283,0.00,96.00,0.00
,Total Facility,0.0283,0.0000,0.0283,0.0282,0.0565,0.0283,0.00,96.00,0.00


Total Outdoor Air by AirLoop

,,Mechanical Ventilation [m3],Natural Ventilation [m3/s],Total Ventilation [m3/s],Sum Zone Dynamic Target Ventilation - Voz-sum-dyn [m3],Time Below Voz-sum-dyn [hr],Time At Voz-sum-dyn [hr],Time Above Voz-sum-dyn [hr],Time Above Zero When Unoccupied [hr]
,CENTRAL SYSTEM_UNIT1,0.00,0.00,0.00,9786.30,96.00,0.00,0.00,0.00


Average Outdoor Air During Occupancy by AirLoop

,,Mechanical Ventilation [m3/s],Natural Ventilation [m3/s],Total Ventilation [m3/s],Sum Zone Dynamic Target Ventilation - Voz-sum-dyn [m3/s],Time Below Voz-sum-dyn [hr],Time At Voz-sum-dyn [hr],Time Above Voz-sum-dyn [hr]
,CENTRAL SYSTEM_UNIT1,0.0000,0.0000,0.0000,0.0283,96.00,0.00,0.00


Outdoor Air Controller Limiting Factors by AirLoop

,,No Limiting Factor [hr],Limits and Scheduled Limits [hr],Economizer [hr],Exhaust Flow [hr],Mixed Air Flow [hr],High Humidity [hr],Demand Controlled Ventilation [hr],Night Ventilation [hr],Demand Limiting [hr],Energy Management System [hr]
,CENTRAL SYSTEM_UNIT1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Average Outdoor Air for Limiting Factors During Occupancy

,,No Limiting Factor [m3/s],Limits and Scheduled Limits [m3/s],Economizer [m3/s],Exhaust Flow [m3/s],Mixed Air Flow [m3/s],High Humidity [m3/s],Demand Controlled Ventilation [m3/s],Night Ventilation [m3/s],Demand Limiting [m3/s],Energy Management System [m3/s]
,CENTRAL SYSTEM_UNIT1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,10,10
,Floor,3,0
,Roof,3,2
,Internal Mass,1,0
,Building Detached Shading,0,0
,Fixed Detached Shading,0,0
,Window,8,8
,Door,1,1
,Glass Door,0,0
,Shading,4,4
,Overhang,2,2
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,1
,Conditioned Zones,1
,Unconditioned Zones,1
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,452
,Defaulted Fields,350
,Fields with Defaults,1778
,Autosized Fields,23
,Autosizable Fields,39
,Autocalculated Fields,20
,Autocalculatable Fields,42


----------------------------------------------------------------------------------------------------
REPORT:,Energy Meters
FOR:,Entire Facility
Annual and Peak Values - Electricity

,,Electricity Annual Value [GJ],Electricity Minimum Value [W],Timestamp of Minimum {TIMESTAMP},Electricity Maximum Value [W],Timestamp of Maximum {TIMESTAMP}
,Electricity:Facility,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,Electricity:Building,0.09,599.93,01-JAN-03:10,1635.71,01-JAN-18:10
,Electricity:Zone:LIVING_UNIT1,0.09,599.93,01-JAN-03:10,1635.71,01-JAN-18:10
,Electricity:SpaceType:GENERAL,0.09,599.93,01-JAN-03:10,1635.71,01-JAN-18:10
,InteriorLights:Electricity,0.01,23.24,01-JAN-00:10,337.99,01-JAN-19:10
,InteriorLights:Electricity:Zone:LIVING_UNIT1,0.01,23.24,01-JAN-00:10,337.99,01-JAN-19:10
,InteriorLights:Electricity:SpaceType:GENERAL,0.01,23.24,01-JAN-00:10,337.99,01-JAN-19:10
,General:InteriorLights:Electricity,0.01,23.24,01-JAN-00:10,337.99,01-JAN-19:10
,General:InteriorLights:Electricity:Zone:LIVING_UNIT1,0.01,23.24,01-JAN-00:10,337.99,01-JAN-19:10
,General:InteriorLights:Electricity:SpaceType:GENERAL,0.01,23.24,01-JAN-00:10,337.99,01-JAN-19:10
,InteriorEquipment:Electricity,0.08,569.12,01-JAN-04:10,1330.73,01-JAN-18:10
,InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.08,569.12,01-JAN-04:10,1330.73,01-JAN-18:10
,InteriorEquipment:Electricity:SpaceType:GENERAL,0.08,569.12,01-JAN-04:10,1330.73,01-JAN-18:10
,dishwasher:InteriorEquipment:Electricity,0.00,1.81,01-JAN-03:10,58.93,01-JAN-19:10
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.00,1.81,01-JAN-03:10,58.93,01-JAN-19:10
,dishwasher:InteriorEquipment:Electricity:SpaceType:GENERAL,0.00,1.81,01-JAN-03:10,58.93,01-JAN-19:10
,refrigerator:InteriorEquipment:Electricity,0.01,66.60,01-JAN-04:10,91.06,01-JAN-18:10
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.01,66.60,01-JAN-04:10,91.06,01-JAN-18:10
,refrigerator:InteriorEquipment:Electricity:SpaceType:GENERAL,0.01,66.60,01-JAN-04:10,91.06,01-JAN-18:10
,clotheswasher:InteriorEquipment:Electricity,0.00,1.11,01-JAN-02:10,25.55,01-JAN-09:10
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.00,1.11,01-JAN-02:10,25.55,01-JAN-09:10
,clotheswasher:InteriorEquipment:Electricity:SpaceType:GENERAL,0.00,1.11,01-JAN-02:10,25.55,01-JAN-09:10
,electric_dryer:InteriorEquipment:Electricity,0.01,5.20,01-JAN-03:10,213.06,01-JAN-11:10
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.01,5.20,01-JAN-03:10,213.06,01-JAN-11:10
,electric_dryer:InteriorEquipment:Electricity:SpaceType:GENERAL,0.01,5.20,01-JAN-03:10,213.06,01-JAN-11:10
,electric_range:InteriorEquipment:Electricity,0.01,5.84,01-JAN-02:10,248.15,01-JAN-17:10
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.01,5.84,01-JAN-02:10,248.15,01-JAN-17:10
,electric_range:InteriorEquipment:Electricity:SpaceType:GENERAL,0.01,5.84,01-JAN-02:10,248.15,01-JAN-17:10
,television:InteriorEquipment:Electricity,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,television:InteriorEquipment:Electricity:SpaceType:GENERAL,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,electric_mels:InteriorEquipment:Electricity,0.03,293.39,01-JAN-09:10,567.46,01-JAN-20:10
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.03,293.39,01-JAN-09:10,567.46,01-JAN-20:10
,electric_mels:InteriorEquipment:Electricity:SpaceType:GENERAL,0.03,293.39,01-JAN-09:10,567.46,01-JAN-20:10
,IECC_adj:InteriorEquipment:Electricity,0.02,176.23,01-JAN-09:10,340.85,01-JAN-20:10
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.02,176.23,01-JAN-09:10,340.85,01-JAN-20:10
,IECC_adj:InteriorEquipment:Electricity:SpaceType:GENERAL,0.02,176.23,01-JAN-09:10,340.85,01-JAN-20:10
,Electricity:HVAC,0.18,221.43,01-JAN-10:10,5210.95,01-JAN-07:20
,Cooling:Electricity,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,General:Cooling:Electricity,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,Heating:Electricity,0.16,200.00,01-JAN-10:10,4908.32,01-JAN-07:20
,General:Heating:Electricity,0.16,200.00,01-JAN-10:10,4908.32,01-JAN-07:20
,Electricity:Plant,0.01,8.30,01-JAN-00:10,474.80,01-JAN-19:40
,WaterSystems:Electricity,0.01,8.30,01-JAN-00:10,474.80,01-JAN-19:40
,Fans:Electricity,0.02,21.43,01-JAN-10:10,302.63,01-JAN-08:10
,General:Fans:Electricity,0.02,0.00,01-JAN-10:10,281.21,01-JAN-08:10
,Ventilation:Fans:Electricity,0.00,21.43,01-JAN-00:10,21.43,01-JAN-00:10
,Fans:Electricity:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,Ventilation (simple):Fans:Electricity,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,ElectricityPurchased:Facility,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,ElectricityPurchased:Plant,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,Cogeneration:ElectricityPurchased,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,General:Cogeneration:ElectricityPurchased,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,ElectricitySurplusSold:Facility,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,ElectricitySurplusSold:Plant,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,Cogeneration:ElectricitySurplusSold,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,General:Cogeneration:ElectricitySurplusSold,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,ElectricityNet:Facility,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,ElectricityNet:Plant,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,Cogeneration:ElectricityNet,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,General:Cogeneration:ElectricityNet,0.28,1133.35,01-JAN-14:10,6731.01,01-JAN-07:20
,HeatRecovery:Electricity,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,General:HeatRecovery:Electricity,0.00,0.00,01-JAN-00:10,0.00,01-JAN-00:10
,ExteriorLights:Electricity,0.00,0.92,01-JAN-09:10,50.41,01-JAN-19:10
