Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.08 17:05
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+crawlspace+IECC_2021
Environment:,MONTHLY ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,0.32,0.73,1.45
,Net Site Energy,0.32,0.73,1.45
,Total Source Energy,1.02,2.30,4.60
,Net Source Energy,1.02,2.30,4.60


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,441.64
,Net Conditioned Building Area,220.82
,Unconditioned Building Area,220.82


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [W],Coil Final Gross Sensible Capacity [W],Coil Final Reference Air Volume Flow Rate [m3/s],Coil Final Reference Plant Fluid Volume Flow Rate [m3/s],Coil U-value Times Area Value [W/K],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [W],Coil Sensible Capacity at Ideal Loads Peak [W],Coil Air Volume Flow Rate at Ideal Loads Peak [m3/s],Coil Entering Air Drybulb at Ideal Loads Peak [C],Coil Entering Air Wetbulb at Ideal Loads Peak [C],Coil Entering Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [C],Coil Leaving Air Wetbulb at Ideal Loads Peak [C],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Drybulb at Ideal Loads Peak [C],Outdoor Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [C],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [C],Zone Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [W],Zone Latent Heat Gain at Ideal Loads Peak [W],Coil Total Capacity at Rating Conditions [W],Coil Sensible Capacity at Rating Conditions [W]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,6675.284,5344.601,0.403254,-999.0,-999.000,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,6001.71,6001.71,0.403254,25.21,14.03,0.00789561,12.00,9.20,0.00789561,31.09,0.00547095,14.01,7.0221,23.89,0.00807874,35.1113,4717.99,0.00,6674.14,4792.27
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,6675.284,6675.284,0.403254,-999.0,-999.000,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,6675.28,6675.28,0.403254,18.26,10.32,0.00649199,50.00,21.25,0.00800000,-17.90,0.00095524,-17.93,7.0221,20.99,0.00691015,35.8768,5653.74,0.00,6684.06,6684.06
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,6639.462,6639.462,-999.0,-999.0,-999.000,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,6639.46,6639.46,0.403254,18.26,10.32,0.00649199,50.00,21.25,0.00800000,-17.90,0.00095524,-17.93,7.0221,20.99,0.00691015,35.8768,5653.74,0.00,-999.00,-999.00
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,1042.276,1022.472,0.189000,-999.0,-999.000,unknown,unknown,unknown,unknown,972.91,-999.00,-999.0,-999.00,-999.00,-999.0,-999.00,-999.00,-999.0,-999.00,-999.0,-999.00,-999.0000,-999.00,-999.0,-999.0000,-999.00,0.00,-999.00,-999.00


----------------------------------------------------------------------------------------------------
REPORT:,Coil Sizing Details
FOR:,Entire Facility
Coils

,,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),System Sizing Method Concurrence,System Sizing Method Capacity,System Sizing Method Air Flow,Autosized Coil Capacity?,Autosized Coil Airflow?,Autosized Coil Water Flow?,OA Pretreated prior to coil inlet?,Coil Final Gross Total Capacity [W],Coil Final Gross Sensible Capacity [W],Coil Final Reference Air Volume Flow Rate [m3/s],Coil Final Reference Plant Fluid Volume Flow Rate [m3/s],Coil U-value Times Area Value [W/K],Terminal Unit Reheat Coil Multiplier,DX Coil Capacity Increase Ratio from Too Low Flow/Capacity Ratio,DX Coil Capacity Decrease Ratio from Too High Flow/Capacity Ratio,Moist Air Heat Capacity [J/kg-K],Dry Air Heat Capacity [J/kg-K],Standard Air Density Adjusted for Elevation [kg/m3],Supply Fan Name for Coil,Supply Fan Type for Coil,Supply Fan Maximum Air Volume Flow Rate [m3/s],Supply Fan Maximum Air Mass Flow Rate [kg/s],Plant Name for Coil,Plant Fluid Specific Heat Capacity [J/kg-K],Plant Fluid Density [kg/m3],Plant Maximum Fluid Mass Flow Rate [kg/s],Plant Design Fluid Return Temperature [C],Plant Design Fluid Supply Temperature [C],Plant Design Fluid Temperature Difference [deltaC],Plant Design Capacity [W],Coil Capacity Percentage of Plant Design Capacity [%],Coil Fluid Flow Rate Percentage of Plant Design Flow Rate [%],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Total Ideal Loads Peak,Date/Time at Total Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Peak Load Type to Size On,Coil Total Capacity at Ideal Loads Peak [W],Coil Sensible Capacity at Ideal Loads Peak [W],Coil Off-Rating Capacity Modifier at Ideal Loads Peak [ ],Coil Air Mass Flow Rate at Ideal Loads Peak [kg/s],Coil Air Volume Flow Rate at Ideal Loads Peak [m3/s],Coil Entering Air Drybulb at Ideal Loads Peak [C],Coil Entering Air Wetbulb at Ideal Loads Peak [C],Coil Entering Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Entering Air Enthalpy at Ideal Loads Peak [J/KG-K],Coil Leaving Air Drybulb at Ideal Loads Peak [C],Coil Leaving Air Wetbulb at Ideal Loads Peak [C],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Leaving Air Enthalpy at Ideal Loads Peak [J/KG-K],Coil Plant Fluid Mass Flow Rate at Ideal Loads Peak [kg/s],Coil Entering Plant Fluid Temperature at Ideal Loads Peak [C],Coil Leaving Plant Fluid Temperature at Ideal Loads Peak [C],Coil Plant Fluid Temperature Difference at Ideal Loads Peak [deltaC],Supply Fan Air Heat Gain at Ideal Loads Peak [W],Coil and Fan Net Total Capacity at Ideal Loads Peak [W],Outdoor Air Drybulb at Ideal Loads Peak [C],Outdoor Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [C],Outdoor Air Volume Flow Rate at Ideal Loads Peak [m3/s],Outdoor Air Flow Percentage at Ideal Loads Peak [%],System Return Air Drybulb at Ideal Loads Peak [C],System Return Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Drybulb at Ideal Loads Peak [C],Zone Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [W],Zone Latent Heat Gain at Ideal Loads Peak [W],Coil Total Capacity at Rating Conditions [W],Coil Sensible Capacity at Rating Conditions [W],Coil Air Mass Flow Rate at Rating Conditions [kg/s],Coil Entering Air Drybulb at Rating Conditions [C],Coil Entering Air Wetbulb at Rating Conditions [C],Coil Entering Air Humidity Ratio at Rating Conditions [kgWater/kgDryAir],Coil Entering Air Enthalpy at Rating Conditions [J/KG-K],Coil Leaving Air Drybulb at Rating Conditions [C],Coil Leaving Air Wetbulb at Rating Conditions [C],Coil Leaving Air Humidity Ratio at Rating Conditions [kgWater/kgDryAir],Coil Leaving Air Enthalpy at Rating Conditions [J/KG-K]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,6675.284,5344.601,0.403254,-999.0,-999.000,-999.0000,1.17527,1.00000,1019.5176,1004.8586,0.9651,SUPPLY FAN_UNIT1,Fan:OnOff,0.403254,0.38917287,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:45:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,Sensible,6001.71,6001.71,0.8991,0.38917287,0.403254,25.21,14.03,0.00789561,45444.9,12.00,9.20,0.00789561,31980.7,-999.0,-999.00,-999.00,-999.00,322.255,5679.45,31.09,0.00547095,14.01,0.02831685,7.0221,23.89,0.00807874,23.89,0.00807874,35.1113,4717.99,0.00,6674.14,4792.27,0.37380349,26.67,19.44,0.01118466,55322.4,14.12,13.33,0.00921080,37467.7
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,6675.284,6675.284,0.403254,-999.0,-999.000,-999.0000,1.00000,1.00000,1019.7116,1004.8586,0.9651,SUPPLY FAN_UNIT1,Fan:OnOff,0.403254,0.38917287,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,unknown,unknown,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,Sensible,6675.28,6675.28,1.0000,0.38917287,0.403254,18.26,10.32,0.00649199,34808.1,50.00,21.25,0.00800000,70993.1,-999.0,-999.00,-999.00,-999.00,0.000,6675.28,-17.90,0.00095524,-17.93,0.02831685,7.0221,20.99,0.00691015,20.99,0.00691015,35.8768,5653.74,0.00,6684.06,6684.06,0.38229607,21.11,15.56,0.00875166,43444.1,38.23,21.20,0.00875166,60928.1
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,LIVING_UNIT1,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,6639.462,6639.462,-999.0,-999.0,-999.000,-999.0000,1.00000,1.00000,1019.7116,1004.8586,0.9651,SUPPLY FAN_UNIT1,Fan:OnOff,0.403254,0.38917287,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,unknown,unknown,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,Sensible,6639.46,6639.46,1.0000,0.38917287,0.403254,18.26,10.32,0.00649199,34808.1,50.00,21.25,0.00800000,70993.1,-999.0,-999.00,-999.00,-999.00,0.000,6639.46,-17.90,0.00095524,-17.93,0.02831685,7.0221,20.99,0.00691015,20.99,0.00691015,35.8768,5653.74,0.00,-999.00,-999.00,-999.0,-999.00,-999.00,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,1042.276,1022.472,0.189000,-999.0,-999.000,-999.0000,1.00000,1.00000,1004.8586,1004.8586,0.9651,HEAT PUMP WATER HEATER FAN_UNIT1,Fan:OnOff,0.075525,0.07288778,,-999.0000,-999.0000,-999.0,-999.00,-999.00,-999.00,-999.00,-999.0000,-999.0,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,972.91,-999.00,1.0000,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0,-999.0,-999.00,-999.00,-999.00,0.000,972.91,-999.00,-999.0,-999.00,-999.0,-999.0000,-999.00,-999.0,-999.00,-999.0,-999.0000,-999.00,0.00,-999.00,-999.00,-999.0,-999.00,-999.00,-999.0,-999.0,-999.00,-999.00,-999.0,-999.0


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [m3/s],Maximum Outdoor Air [m3/s],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [C],Outdoor Air Enthalpy Limit [C]
,None,,,,,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [m3/s-person],Outdoor Air Per Area [m3/s-m2],Outdoor Air Per Zone [m3/s],Outdoor Air ACH [ach],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name
,None,,,,,,,,,,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,LIVING_UNIT1,22.75,24.00,22.75
,ATTIC_UNIT1,0.00,0.00,0.00
,CRAWLSPACE_UNIT1,0.00,0.00,0.00
,Facility,22.75,24.00,22.75
Aggregated over the RunPeriods for Weather


Time Setpoint Not Met

,,During Heating [hr],During Cooling [hr],During Occupied Heating [hr],During Occupied Cooling [hr]
,LIVING_UNIT1,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00
,CRAWLSPACE_UNIT1,0.00,0.00,0.00,0.00
,Facility,0.00,0.00,0.00,0.00
Aggregated over the RunPeriods for Weather


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Summary
FOR:,Entire Facility
Average Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,LIVING_UNIT1,2.07,3.00,482.75,0.213,0.000,0.284,0.000
Values shown for a single zone without multipliers


Minimum Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,LIVING_UNIT1,2.07,3.00,482.75,0.211,0.000,0.004,0.000
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Details
FOR:,Entire Facility
Mechanical Ventilation Parameters by Zone

,,AirLoop Name,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Zone Area [m2],Design Zone Outdoor Airflow - Voz [m3/s],Minimum Dynamic Target Ventilation - Voz-dyn-min [m3/s]
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,2.07,3.00,482.75,220.82,0.0000,0.000
,Total Facility,,2.07,3.00,482.75,220.82,0.0000,0.000


Total Outdoor Air by Zone

,,Mechanical Ventilation [m3],Natural Ventilation [m3],Total Ventilation [m3],Infiltration [m3],Total Ventilation and Infiltration [m3],Dynamic Target Ventilation - Voz-dyn [m3],Time Below Voz-dyn [hr],Time At Voz-dyn [hr],Time Above Voz-dyn [hr],Time Above Zero When Unoccupied [hr]
,LIVING_UNIT1,2446.58,0.00,2446.58,3273.48,5720.06,2446.58,0.00,24.00,0.00,0.00
,Total Facility,2446.58,0.00,2446.58,3273.48,5720.06,2446.58,0.00,24.00,0.00,0.00


Average Outdoor Air During Occupancy by Zone - Flow Rates

,,Mechanical Ventilation [m3/s],Natural Ventilation [m3/s],Total Ventilation [m3/s],Infiltration [m3/s],Total Ventilation and Infiltration [m3/s],Dynamic Target Ventilation - Voz-dyn [m3/s],Time Below Voz-dyn [hr],Time At Voz-dyn [hr],Time Above Voz-dyn [hr]
,LIVING_UNIT1,0.0283,0.0000,0.0283,0.0379,0.0662,0.0283,0.00,24.00,0.00
,Total Facility,0.0283,0.0000,0.0283,0.0379,0.0662,0.0283,0.00,24.00,0.00


Total Outdoor Air by AirLoop

,,Mechanical Ventilation [m3],Natural Ventilation [m3/s],Total Ventilation [m3/s],Sum Zone Dynamic Target Ventilation - Voz-sum-dyn [m3],Time Below Voz-sum-dyn [hr],Time At Voz-sum-dyn [hr],Time Above Voz-sum-dyn [hr],Time Above Zero When Unoccupied [hr]
,CENTRAL SYSTEM_UNIT1,0.00,0.00,0.00,2446.58,24.00,0.00,0.00,0.00


Average Outdoor Air During Occupancy by AirLoop

,,Mechanical Ventilation [m3/s],Natural Ventilation [m3/s],Total Ventilation [m3/s],Sum Zone Dynamic Target Ventilation - Voz-sum-dyn [m3/s],Time Below Voz-sum-dyn [hr],Time At Voz-sum-dyn [hr],Time Above Voz-sum-dyn [hr]
,CENTRAL SYSTEM_UNIT1,0.0000,0.0000,0.0000,0.0283,24.00,0.00,0.00


Outdoor Air Controller Limiting Factors by AirLoop

,,No Limiting Factor [hr],Limits and Scheduled Limits [hr],Economizer [hr],Exhaust Flow [hr],Mixed Air Flow [hr],High Humidity [hr],Demand Controlled Ventilation [hr],Night Ventilation [hr],Demand Limiting [hr],Energy Management System [hr]
,CENTRAL SYSTEM_UNIT1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Average Outdoor Air for Limiting Factors During Occupancy

,,No Limiting Factor [m3/s],Limits and Scheduled Limits [m3/s],Economizer [m3/s],Exhaust Flow [m3/s],Mixed Air Flow [m3/s],High Humidity [m3/s],Demand Controlled Ventilation [m3/s],Night Ventilation [m3/s],Demand Limiting [m3/s],Energy Management System [m3/s]
,CENTRAL SYSTEM_UNIT1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,18,18
,Floor,4,1
,Roof,4,2
,Internal Mass,1,0
,Building Detached Shading,0,0
,Fixed Detached Shading,0,0
,Window,8,8
,Door,1,1
,Glass Door,0,0
,Shading,4,4
,Overhang,2,2
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,1
,Conditioned Zones,1
,Unconditioned Zones,2
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,468
,Defaulted Fields,389
,Fields with Defaults,1873
,Autosized Fields,23
,Autosizable Fields,39
,Autocalculated Fields,31
,Autocalculatable Fields,63


----------------------------------------------------------------------------------------------------
REPORT:,Energy Meters
FOR:,Entire Facility
Annual and Peak Values - Electricity

,,Electricity Annual Value [GJ],Electricity Minimum Value [W],Timestamp of Minimum {TIMESTAMP},Electricity Maximum Value [W],Timestamp of Maximum {TIMESTAMP}
,Electricity:Facility,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,Electricity:Building,0.09,599.93,01-JAN-03:15,1635.71,01-JAN-18:15
,Electricity:Zone:LIVING_UNIT1,0.09,599.93,01-JAN-03:15,1635.71,01-JAN-18:15
,Electricity:SpaceType:GENERAL,0.09,599.93,01-JAN-03:15,1635.71,01-JAN-18:15
,InteriorLights:Electricity,0.01,23.24,01-JAN-00:15,337.99,01-JAN-19:15
,InteriorLights:Electricity:Zone:LIVING_UNIT1,0.01,23.24,01-JAN-00:15,337.99,01-JAN-19:15
,InteriorLights:Electricity:SpaceType:GENERAL,0.01,23.24,01-JAN-00:15,337.99,01-JAN-19:15
,General:InteriorLights:Electricity,0.01,23.24,01-JAN-00:15,337.99,01-JAN-19:15
,General:InteriorLights:Electricity:Zone:LIVING_UNIT1,0.01,23.24,01-JAN-00:15,337.99,01-JAN-19:15
,General:InteriorLights:Electricity:SpaceType:GENERAL,0.01,23.24,01-JAN-00:15,337.99,01-JAN-19:15
,InteriorEquipment:Electricity,0.08,569.12,01-JAN-04:15,1330.73,01-JAN-18:15
,InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.08,569.12,01-JAN-04:15,1330.73,01-JAN-18:15
,InteriorEquipment:Electricity:SpaceType:GENERAL,0.08,569.12,01-JAN-04:15,1330.73,01-JAN-18:15
,dishwasher:InteriorEquipment:Electricity,0.00,1.81,01-JAN-03:15,58.93,01-JAN-19:15
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.00,1.81,01-JAN-03:15,58.93,01-JAN-19:15
,dishwasher:InteriorEquipment:Electricity:SpaceType:GENERAL,0.00,1.81,01-JAN-03:15,58.93,01-JAN-19:15
,refrigerator:InteriorEquipment:Electricity,0.01,66.60,01-JAN-04:15,91.06,01-JAN-18:15
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.01,66.60,01-JAN-04:15,91.06,01-JAN-18:15
,refrigerator:InteriorEquipment:Electricity:SpaceType:GENERAL,0.01,66.60,01-JAN-04:15,91.06,01-JAN-18:15
,clotheswasher:InteriorEquipment:Electricity,0.00,1.11,01-JAN-02:15,25.55,01-JAN-09:15
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.00,1.11,01-JAN-02:15,25.55,01-JAN-09:15
,clotheswasher:InteriorEquipment:Electricity:SpaceType:GENERAL,0.00,1.11,01-JAN-02:15,25.55,01-JAN-09:15
,electric_dryer:InteriorEquipment:Electricity,0.01,5.20,01-JAN-03:15,213.06,01-JAN-11:15
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.01,5.20,01-JAN-03:15,213.06,01-JAN-11:15
,electric_dryer:InteriorEquipment:Electricity:SpaceType:GENERAL,0.01,5.20,01-JAN-03:15,213.06,01-JAN-11:15
,electric_range:InteriorEquipment:Electricity,0.01,5.84,01-JAN-02:15,248.15,01-JAN-17:15
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.01,5.84,01-JAN-02:15,248.15,01-JAN-17:15
,electric_range:InteriorEquipment:Electricity:SpaceType:GENERAL,0.01,5.84,01-JAN-02:15,248.15,01-JAN-17:15
,television:InteriorEquipment:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,television:InteriorEquipment:Electricity:SpaceType:GENERAL,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,electric_mels:InteriorEquipment:Electricity,0.03,293.39,01-JAN-09:15,567.46,01-JAN-20:15
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.03,293.39,01-JAN-09:15,567.46,01-JAN-20:15
,electric_mels:InteriorEquipment:Electricity:SpaceType:GENERAL,0.03,293.39,01-JAN-09:15,567.46,01-JAN-20:15
,IECC_adj:InteriorEquipment:Electricity,0.02,176.23,01-JAN-09:15,340.85,01-JAN-20:15
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT1,0.02,176.23,01-JAN-09:15,340.85,01-JAN-20:15
,IECC_adj:InteriorEquipment:Electricity:SpaceType:GENERAL,0.02,176.23,01-JAN-09:15,340.85,01-JAN-20:15
,Electricity:HVAC,0.22,1092.67,01-JAN-13:00,4672.84,01-JAN-22:45
,Cooling:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Cooling:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Heating:Electricity,0.19,932.83,01-JAN-13:00,4318.37,01-JAN-22:45
,General:Heating:Electricity,0.19,932.83,01-JAN-13:00,4318.37,01-JAN-22:45
